ISO3,DataId,Indicator,Value,Precision,DHS_CountryCode,CountryName,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,CharacteristicCategory,CharacteristicLabel,ByVariableId,ByVariableLabel,IsTotal,IsPreferred,SDRID,RegionId,SurveyYearLabel,SurveyType,DenominatorWeighted,DenominatorUnweighted,CILow,CIHigh,LevelRank
SDN,405103,Assistance during delivery: Total,100,1,SD,Sudan,1990,SD1990DHS,RH_DELA_C_TOT,83606100,T,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELACTOT,,1989-90,DHS,3956,3956,,,
SDN,366309,Assistance during delivery: Total,100,1,SD,Sudan,1990,SD1990DHS,RH_DELA_C_TOT,83606100,T,1000,0,Total,Total,14001,Five years preceding the survey,1,0,RHDELACTOT,,1989-90,DHS,6644,6644,,,
SDN,43513,Assistance during delivery: Total,100,1,SD,Sudan,1990,SD1990DHS,RH_DELA_C_TOT,83606100,T,1000,0,Total,Total,14002,Two years preceding the survey,1,1,RHDELACTOT,,1989-90,DHS,2624,2624,,,
SDN,405126,Assistance during delivery from a skilled provider,69.4,1,SD,Sudan,1990,SD1990DHS,RH_DELA_C_SKP,83606110,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELACSKP,,1989-90,DHS,3956,3956,,,
SDN,366310,Assistance during delivery from a skilled provider,68.5,1,SD,Sudan,1990,SD1990DHS,RH_DELA_C_SKP,83606110,I,1000,0,Total,Total,14001,Five years preceding the survey,1,0,RHDELACSKP,,1989-90,DHS,6644,6644,,,
SDN,43514,Assistance during delivery from a skilled provider,69.6,1,SD,Sudan,1990,SD1990DHS,RH_DELA_C_SKP,83606110,I,1000,0,Total,Total,14002,Two years preceding the survey,1,1,RHDELACSKP,,1989-90,DHS,2624,2624,,,
SDN,100662,Number of live births (or stillbirths) in the last two (or three/five) years,3956,0,SD,Sudan,1990,SD1990DHS,RH_DELA_C_NUM,83606130,D,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELACNUM,,1989-90,DHS,,3956,,,
SDN,100657,Number of live births (or stillbirths) in the last two (or three/five) years,6644,0,SD,Sudan,1990,SD1990DHS,RH_DELA_C_NUM,83606130,D,1000,0,Total,Total,14001,Five years preceding the survey,1,0,RHDELACNUM,,1989-90,DHS,,6644,,,
SDN,43495,Number of live births (or stillbirths) in the last two (or three/five) years,2624,0,SD,Sudan,1990,SD1990DHS,RH_DELA_C_NUM,83606130,D,1000,0,Total,Total,14002,Two years preceding the survey,1,1,RHDELACNUM,,1989-90,DHS,,2624,,,
SDN,405095,Number of live births (or stillbirths) in the last two (or three/five) years (unweighted),3956,0,SD,Sudan,1990,SD1990DHS,RH_DELA_C_UNW,83606140,U,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELACUNW,,1989-90,DHS,3956,,,,
SDN,366259,Number of live births (or stillbirths) in the last two (or three/five) years (unweighted),6644,0,SD,Sudan,1990,SD1990DHS,RH_DELA_C_UNW,83606140,U,1000,0,Total,Total,14001,Five years preceding the survey,1,0,RHDELACUNW,,1989-90,DHS,6644,,,,
SDN,43473,Number of live births (or stillbirths) in the last two (or three/five) years (unweighted),2624,0,SD,Sudan,1990,SD1990DHS,RH_DELA_C_UNW,83606140,U,1000,0,Total,Total,14002,Two years preceding the survey,1,1,RHDELACUNW,,1989-90,DHS,2624,,,,
